CIK,Name,Ex
869004,Peoples Bancorp,No 10-k
1103406,Paramco Financial Group Inc,No 10-k
78003,Pfizer Inc,dosenot
1013554,Park Bancorp Inc,dosenot
1345432,Perfectenergy International LTD,dosenot
1126328,Principal Financial Group Inc,dosenot
1162328,Merrill Lynch Life Variable Annuity Separate Account C,No 10-k
908254,Performance Food Group Co,No 10-k
316770,Provident Financial Group Inc,No 10-k
1037652,Pelican Financial Inc,No 10-k
1289636,Profire Energy Inc,dosenot
1163300,Mabwe Minerals Inc,dosenot
75340,P&F Industries Inc,dosenot
1056943,Peoples Financial Services Corp,dosenot
1244183,Pimco Income Strategy Fund,No 10-k
1093728,Pacific Financial Corp,dosenot
1158269,Professionals Direct Inc,No 10-k
1504619,Pennantpark Floating Rate Capital LTD,dosenot
1267147,Performance Health Technologies Inc,No 10-k
1171546,Paperfree Medical Solutions Inc,No 10-k
1550695,Performant Financial Corp,dosenot
1296250,Pimco Income Strategy Fund II,No 10-k
790183,Progress Financial Corp,No 10-k
889428,Pathfinder Cell Therapy Inc,dosenot
1049861,Griffin Industries Inc,dosenot
1421981,Psychic Friends Network Inc,dosenot
1054508,Penseco Financial Services Corp,dosenot
882071,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,No 10-k
1077561,China Elite Information Co LTD,dosenot
1096555,Myriad Interactive Media Inc,dosenot
1212458,Proofpoint Inc,dosenot
1178970,Provident Financial Services Inc,dosenot
920945,Pennfed Financial Services Inc,No 10-k
1069799,Pacific Sands Inc,dosenot
1400732,Pacific Software Inc,dosenot
1568669,Pennymac Financial Services Inc,dosenot
1051859,Pocahontas Bancorp Inc,No 10-k
1095315,Pfsweb Inc,dosenot
1034840,Pacific Systems Control Technology Inc,No 10-k
1019787,Puradyn Filter Technologies Inc,dosenot
1424328,Sports Media Entertainment Corp,dosenot
1050180,Phase Forward Inc,No 10-k
80424,Procter & Gamble Co,dosenot
1050743,Peapack Gladstone Financial Corp,dosenot
1462047,Prime Global Capital Group Inc,dosenot
888154,Hancock John Patriot Global Dividend Fund,No 10-k
790179,Prestige Capital Corp,dosenot
1079297,Progreen Properties Inc,dosenot
1284807,Ply Gem Holdings Inc,dosenot
1042798,Prime Group Realty Trust,No 10-k
854580,Progressive Return Fund Inc,No 10-k
81157,Pgi Inc,dosenot
1061164,Peregrine Industries Inc,dosenot
77385,Peoples Energy Corp,No 10-k
1432196,Pershing Gold Corp,dosenot
943032,Phoenix Gold International Inc,No 10-k
855048,Putnam Investment Grade Municipal Trust,No 10-k
1094093,Progress Energy Inc,dosenot
1089979,Paragon Financial Corp,No 10-k
835887,Progenics Pharmaceuticals Inc,dosenot
1080448,Patriot Gold Corp,dosenot
1318025,Pimco Global Stocksplus & Income Fund,No 10-k
80661,Progressive Corp,dosenot
1300662,Proguard Acquisition Corp,dosenot
1329605,Platinum Energy Resources Inc,dosenot
1388510,Pengram Corp,dosenot
1477032,Prospect Global Resources Inc,dosenot
1363254,Pegasi Energy Resources Corporation,dosenot
1413990,Portlogic Systems Inc,dosenot
1354327,PGT Inc,dosenot
1553404,Pacific Green Technologies Inc,dosenot
1135338,Pegasus Communications Corp,No 10-k
1126752,Pegasus Wireless Corp,No 10-k
1557523,Principal Real Estate Income Fund,No 10-k
76334,Parker Hannifin Corp,dosenot
1072546,Pharmanetics Inc,No 10-k
915127,PHC Inc,dosenot
1037975,Priority Healthcare Corp,No 10-k
1138476,Pacific Health Care Organization Inc,dosenot
1305767,Pioneer Floating Rate Trust,No 10-k
1136386,Digital Rooster Com Inc,No 10-k
837951,Pacholder High Yield Fund Inc,No 10-k
49397,Phantom Fiber Corp,No 10-k
1003936,Pittsburgh Financial Corp,No 10-k
353827,Pharmaceutical Formulations Inc,No 10-k
761237,Imcor Pharmaceutical Co,No 10-k
1017837,Phone1globalwide Inc,No 10-k
77776,PHH Corp,dosenot
923473,Palm Harbor Homes Inc,No 10-k
350403,Phi Inc,dosenot
888719,China Lithium Technologies Inc,dosenot
1219360,Pimco High Income Fund,No 10-k
1000278,Pacifichealth Laboratories Inc,dosenot
909109,Philadelphia Consolidated Holding Corp,No 10-k
822416,Pultegroup Inc,dosenot
711665,Photomedex Inc,dosenot
1161582,Growlife Inc,dosenot
1203866,Pharmion Corp,No 10-k
1027974,Pacificare Health Systems Inc,No 10-k
1158026,PHSB Financial Corp,No 10-k
1040853,Pharsight Corp,No 10-k
1166258,Pioneer High Income Trust,No 10-k
1002663,Photon Dynamics Inc,No 10-k
791050,Photoworks Inc,No 10-k
1096631,Pathway Corp,No 10-k
315131,Panhandle Oil & Gas Inc,dosenot
832904,Prospect Street High Income Portfolio Inc,No 10-k
1010397,Physiometrix Inc,No 10-k
842891,Invesco Municipal Premium Income Trust,No 10-k
830122,Pico Holdings Inc,exists
277923,Piccadilly Cafeterias Inc,No 10-k
1366826,Piedmont Mining Company Inc,dosenot
1364123,Pioneer Exploration Inc,dosenot
931015,Polaris Industries Inc,dosenot
845072,Peco II Inc,No 10-k
1094286,Water Pik Technologies Inc,No 10-k
906337,Proxymed Inc,No 10-k
830622,Putnam Master Intermediate Income Trust,No 10-k
1272550,Premier Alliance Group Inc,dosenot
1463191,Pimi Agro Cleantech Inc,dosenot
1577916,Premier Inc,dosenot
1362120,Pinnacle Gas Resources Inc,No 10-k
1520047,Pharma Investing News Inc,dosenot
351349,Pioneer Oil & Gas,No 10-k
1264314,Pharmathene Inc,No 10-k
1326190,Pharmathene Inc,dosenot
278130,Pier 1 Imports Inc,dosenot
1365754,Pier 1 Imports US Inc,No 10-k
1383637,Phoenix International Ventures Inc,dosenot
1160420,Adia Nutrition Inc,No 10-k
1023298,Avenue Entertainment Group Inc,dosenot
1002114,Pixar,No 10-k
1230245,Jaffray Companies Piper,dosenot
1096789,Project Group Inc,No 10-k
1315399,Parke Bancorp Inc,dosenot
76321,Parker Drilling Co,dosenot
1171159,Packaging Dynamics Corp,No 10-k
76267,Park Electrochemical Corp,dosenot
824851,Peak Entertainment Holdings Inc,No 10-k
75677,Packaging Corp Of America,dosenot
1364798,JPG Associates Inc,No 10-k
31791,Perkinelmer Inc,dosenot
1412350,Pimco Income Opportunity Fund,No 10-k
76282,Park Ohio Holdings Corp,dosenot
1310982,Park Place Energy Corp,dosenot
701374,Six Flags Entertainment Corp,dosenot
1067797,Primus Knowledge Solutions Inc,No 10-k
1011344,Packeteer Inc,No 10-k
1128189,Protokinetix Inc,dosenot
1394120,Anhui Taiyang Poultry Co Inc,dosenot
729237,Parkway Properties Inc,dosenot
355429,Protective Life Corp,dosenot
1072341,Playboy Enterprises Inc,No 10-k
810136,Photronics Inc,dosenot
1297633,Portalplayer Inc,No 10-k
849667,American Italian Pasta Co,No 10-k
1168455,Plumas Bancorp,dosenot
1110781,Proton Laboratories Inc,No 10-k
704159,Paulson Capital Corp,dosenot
1041859,Childrens Place Retail Stores Inc,dosenot
1010552,Polycom Inc,dosenot
879682,PLC Systems Inc,dosenot
899881,Prologis,dosenot
1458704,Plantation Lifecare Developers Inc,dosenot
1022243,Pinnacle Bancshares Inc,No 10-k
80124,Presidential Life Corp,dosenot
948844,Proliance International Inc,No 10-k
1408808,Peplin Inc,No 10-k
1123845,Planetlink Communications Inc,No 10-k
1041379,Popeyes Louisiana Kitchen Inc,dosenot
1076505,Planktos Corp,No 10-k
75829,Pall Corp,dosenot
710846,Fushi Copperweld Inc,dosenot
750561,Parallel Petroleum Corp,No 10-k
1082822,Palomar Enterprises Inc,dosenot
878748,Polymedica Industries Inc,No 10-k
706874,Palmetto Bancshares Inc,dosenot
722392,Planar Systems Inc,dosenot
896861,Planet Technologies Inc,No 10-k
1368044,Plastinum Corp,No 10-k
1287213,Douglas Dynamics Inc,dosenot
793421,Phosphate Resource Partners Limited Partnership,No 10-k
80035,Preformed Line Products Co,dosenot
1455819,Vape Holdings Inc,dosenot
1317880,Plandai Biotechnology Inc,dosenot
1362925,Planet Payment Inc,dosenot
79225,Plymouth Rubber Co Inc,No 10-k
1330340,Platinum Research Organization Inc,No 10-k
1279410,Placer Sierra Bancshares,No 10-k
914025,Plantronics Inc,dosenot
1371455,Claymont Steel Holdings Inc,No 10-k
1093691,Plug Power Inc,dosenot
1035656,Plumtree Software Inc,No 10-k
1022408,Eplus Inc,dosenot
1101816,Peoplesway Com Inc,No 10-k
350426,Plains Resources Inc,No 10-k
785786,Plexus Corp,dosenot
850579,PLX Technology Inc,dosenot
1413329,Philip Morris International Inc,dosenot
1041665,Pma Capital Corp,No 10-k
1356735,Plasmatech Inc,No 10-k
1477009,Advanced Cannabis Solutions Inc,dosenot
1109546,Pacific Mercantile Bancorp,dosenot
722571,PMC Capital Inc,No 10-k
1388195,Pharmerica Corp,dosenot
1516522,Primco Management Inc,dosenot
767920,PMC Sierra Inc,dosenot
1073949,Patriot Motorcycle Corp,No 10-k
806517,Psychemedics Corp,dosenot
814057,Pace Medical Inc,No 10-k
790526,Radnet Inc,dosenot
916444,Paradigm Medical Industries Inc,No 10-k
1140392,Pimco Municipal Income Fund,No 10-k
76954,Peerless Manufacturing Co,No 10-k
1422862,PMFG Inc,dosenot
1329606,Probe Manufacturing Inc,dosenot
892884,Putnam  Municipal Bond Fund,No 10-k
892994,Boulevard Auto Trust 1992-1,No 10-k
1423593,Patriot Risk Management Inc,No 10-k
887398,Putnam Tax Free Health Care Fund,No 10-k
935724,Pmi Group Inc,dosenot
1453820,Penn Millers Holding Corp,dosenot
1001917,Pyramid Breweries Inc,No 10-k
1408300,Pmi Construction Group,dosenot
1398090,Power Medical Interventions Inc,No 10-k
1170299,Pimco Municipal Income Fund II,No 10-k
882991,Primelink Systems Inc,No 10-k
1474167,Cosmos Holdings Inc,dosenot
844790,Putnam Managed Municipal Income Trust,No 10-k
892960,Putnam New York Investment Grade Municipal Trust,No 10-k
900422,Putnam Municipal Opportunities Trust,No 10-k
1330487,Chem RX Corp,No 10-k
883979,Pomeroy It Solutions Inc,No 10-k
895810,Prime Medical Services Inc,No 10-k
824463,Putnam Master Income Trust,No 10-k
1464423,Pennymac Mortgage Investment Trust,dosenot
881695,Palomar Medical Technologies Inc,dosenot
924829,Pemstar Inc,No 10-k
1108730,Public Media Works Inc,dosenot
1181506,Pimco Municipal Income Fund III,No 10-k
1471387,PMX Communities Inc,dosenot
1380713,Pana-minerales SA,dosenot
1042521,Sun American Bancorp,No 10-k
707855,Princeton National Bancorp Inc,dosenot
1113026,Pioneer Bankshares Inc,dosenot
1098146,Patriot National Bancorp Inc,dosenot
713676,PNC Financial Services Group Inc,dosenot
1437596,Ic Punch Media Inc,dosenot
1166291,Pinnacle Airlines Corp,dosenot
1080319,Empire Global Corp,dosenot
1140410,Pimco New York Municipal Income Fund,No 10-k
1115055,Pinnacle Financial Partners Inc,dosenot
77155,Penn Traffic Co,No 10-k
910110,Penn America Group Inc,No 10-k
1481506,Paa Natural Gas Storage LP,dosenot
1222557,Penge Corp,No 10-k
1027235,Asia Travel Corp,dosenot
1170311,Pimco New York Municipal Income Fund II,No 10-k
356213,Pinnacle Entertainment Inc,dosenot
1376502,Charleston Basics Inc,dosenot
1108426,PNM Resources Inc,dosenot
77106,Penn Engineering & Manufacturing Corp,No 10-k
1383414,Pennantpark Investment Corp,dosenot
788885,Pennichuck Corp,dosenot
1059404,Path 1 Network Technologies Inc,No 10-k
1040454,Pan Pacific Retail Properties Inc,No 10-k
77360,Pentair LTD,dosenot
724606,Panera Bread Co,dosenot
56868,Primeenergy Corp,dosenot
1043825,Iron Eagle Group Inc,dosenot
1004608,Pinnacle Data Systems Inc,dosenot
1123541,Penson Worldwide Inc,dosenot
917331,Pointe Financial Corp,No 10-k
1037131,Players Network,dosenot
764622,Pinnacle West Capital Corp,exists
949504,Pacific Northwest Bancorp,No 10-k
1129633,Phoenix Companies Inc,dosenot
1373683,Exotacar Inc,dosenot
78460,Piedmont Natural Gas Co Inc,dosenot
893813,Penn Octane Corp,No 10-k
867840,Precision Optics Corp Inc,dosenot
1145197,Insulet Corp,dosenot
1006264,Patina Oil & Gas Corp,No 10-k
1191354,Paradigm Oil & Gas Inc,dosenot
1227728,Polaroid Holding Co,No 10-k
1157843,Peoples Ohio Financial Corp,No 10-k
1109348,Petrol Oil & Gas Inc,No 10-k
1122976,Polyone Corp,dosenot
927417,Polymer Group Inc,dosenot
317158,Polydex Pharmaceuticals LTD,No 10-k
79732,Potomac Electric Power Co,dosenot
1135971,Pepco Holdings Inc,dosenot
908754,Murdock Communications Corp,No 10-k
1252956,Polar Molecular Holding Corp,No 10-k
916230,Protection One Inc,No 10-k
830141,Pioneer Companies Inc,No 10-k
945841,Pool Corp,dosenot
311871,Pope & Talbot Inc,No 10-k
784011,Pope Resources LTD Partnership,dosenot
784977,Portland General Electric Co,dosenot
1143967,Premium Standard Farms Inc,No 10-k
1374718,Powerraise Inc,No 10-k
79564,Porta Systems Corp,No 10-k
1099517,Port Financial Corp,No 10-k
883977,Catalina Marketing Corp,No 10-k
844985,Positron Corp,dosenot
1018693,Prosofttraining,No 10-k
79677,Possis Medical Inc,No 10-k
1530950,Post Holdings Inc,dosenot
1403674,Portage Resources Inc,dosenot
833640,Power Integrations Inc,dosenot
80420,Powell Industries Inc,dosenot
1505892,Pow Entertainment Inc,dosenot
882154,Powersecure International Inc,dosenot
1059790,Pozen Inc,dosenot
77278,Pennsylvania Power Co,No 10-k
894158,Synthetic Biologics Inc,dosenot
1011699,Prentiss Properties Trust,No 10-k
1454238,Protective Products Of America Inc,No 10-k
1377490,Pinpoint Advance Corp,dosenot
1338929,Premiere Opportunities Group Inc,exists
1028918,Pacific Premier Bancorp Inc,dosenot
103123,VCR Income Properties,No 10-k
1031233,Pinnacle Bankshares Corp,dosenot
802481,Pilgrims Pride Corp,dosenot
1517681,Propanc Health Group Corp,dosenot
1047188,Penwest Pharmaceuticals Co,No 10-k
311657,Pre Paid Legal Services Inc,dosenot
1086533,Pipeline Data Inc,No 10-k
1436872,Prepaid Card Holdings Inc,dosenot
1003124,Pharmaceutical Product Development Inc,No 10-k
899581,Hancock John Patriot Preferred Dividend Fund,No 10-k
1387522,Pacific Copper Corp,dosenot
1104901,Peoples First Inc,No 10-k
79879,PPG Industries Inc,dosenot
704562,Peregrine Pharmaceuticals Inc,dosenot
1508128,Passport Potash Inc,dosenot
1017137,Prescient Applied Intelligence Inc,No 10-k
1084133,Global Beverage Solutions Inc,No 10-k
1440819,Paperworks Inc,dosenot
317187,PPL Electric Utilities Corp,dosenot
922224,PPL Corp,dosenot
791770,Sequential Brands Group Inc,dosenot
1202507,Ppol Inc,No 10-k
1037249,Peoples Community Capital Corp,No 10-k
890516,Investment Grade Municipal Income Fund,No 10-k
1001065,Power Sports Factory Inc,No 10-k
1145906,Peoplenet International Corp,No 10-k
1292556,Polypore International Inc,dosenot
1294819,Polypore Inc,No 10-k
230463,Pogo Producing Co LLC,No 10-k
826020,Ing Prime Rate Trust,No 10-k
1240093,Patient Portal Technologies Inc,No 10-k
76286,Park Premier Mining Co,No 10-k
1294649,Patent Properties Inc,dosenot
1388686,Harrys Trucking Inc,dosenot
903127,Post Properties Inc,dosenot
1449792,Pioneer Power Solutions Inc,dosenot
827773,Putnam Premier Income Trust,No 10-k
858155,Protein Polymer Technologies Inc,No 10-k
1430057,Tidewater Resources Inc,No 10-k
704460,PPT Vision Inc,No 10-k
1357939,Ivecon Corp,dosenot
1168397,Pacific Energy Partners LP,No 10-k
1341768,Deal A Day Group Corp,dosenot
872248,Petroquest Energy Inc,dosenot
215219,Voyager Learning Co,No 10-k
355787,Price Communications Corp,No 10-k
1127703,Proassurance Corp,dosenot
1185348,Portfolio Recovery Associates Inc,dosenot
354383,Prab Inc,No 10-k
911787,Productivity Technologies Corp,No 10-k
1293243,Pra International,No 10-k
1299966,Black Raven Energy Inc,dosenot
1028751,Probusiness Services Inc,No 10-k
779164,Proterion Corp,No 10-k
1025711,Procom Technology Inc,No 10-k
887226,Perceptron Inc,dosenot
1033025,Praecis Pharmaceuticals Inc,No 10-k
859636,Pride Companies LP,No 10-k
856072,Procyte Corp,No 10-k
727489,Predictive Systems Inc,No 10-k
911421,Partnerre LTD,dosenot
1436351,Pure Earth Inc,No 10-k
930007,Pace Select Advisors Trust,No 10-k
854399,Premier Community Bankshares Inc,No 10-k
888507,President Casinos Inc,No 10-k
790988,Pennrock Financial Services Corp,No 10-k
1085869,Perficient Inc,dosenot
934868,Proginet Corp,No 10-k
1031107,Peregrine Systems Inc,No 10-k
820096,Perrigo Co,dosenot
1585364,Perrigo Co PLC,dosenot
876167,Progress Software Corp,dosenot
1007330,PRGX Global Inc,dosenot
1134765,True Drinks Holdings Inc,dosenot
1475922,Primerica Inc,dosenot
1093027,Predict It Inc,No 10-k
805676,Park National Corp,dosenot
1297937,Parks America Inc,dosenot
914139,Parkervision Inc,dosenot
1016965,Prolong International Corp,No 10-k
1443669,Proto Labs Inc,dosenot
928953,Paragon Real Estate Equity & Investment Trust,dosenot
938320,Prologic Management Systems Inc,No 10-k
897893,Peerless Systems Corp,dosenot
724988,Parlex Corp,No 10-k
884382,Primedia Inc,dosenot
1041581,Prime Companies Inc,No 10-k
1365101,Primo Water Corp,dosenot
1111710,PR Specialists Inc,No 10-k
1165231,Procera Networks Inc,dosenot
1392972,Pros Holdings Inc,dosenot
1029299,Deltek Inc,dosenot
1434110,Propell Technologies Group Inc,dosenot
1273397,Procentury Corp,No 10-k
1469559,Proteonomix Inc,dosenot
1010470,Provident Financial Holdings Inc,dosenot
1112263,Proxim Corp,No 10-k
1421100,Propalms Inc,No 10-k
1263074,Portec Rail Products Inc,No 10-k
1170593,Primus Guaranty LTD,dosenot
1220754,Providence Service Corp,dosenot
1111553,Precise Software Solutions LTD,No 10-k
1080306,Portal Software Inc,No 10-k
79661,Portsmouth Square Inc,dosenot
1068851,Prosperity Bancshares Inc,dosenot
1117733,Cafepress Inc,dosenot
846876,Presstek Inc,dosenot
1084400,Persistence Software Inc,No 10-k
1559053,Prothena Corp PLC,dosenot
1014653,Wavetrue Inc,No 10-k
1114617,Proton Energy Systems Inc,No 10-k
1094656,American Golden Century Investments Inc,No 10-k
1163345,Partners Trust Financial Group Inc,No 10-k
1378950,US Auto Parts Network Inc,dosenot
1099215,Protalex Inc,dosenot
1137774,Prudential Financial Inc,dosenot
1044942,Province Healthcare Co,No 10-k
1125557,Powder River Basin Gas Corp,No 10-k
1263756,Provide Commerce Inc,No 10-k
704172,Phi Group Inc,exists
1068084,Private Media Group Inc,dosenot
1091271,Preview Systems Inc,No 10-k
1121786,Practiceworks Inc,No 10-k
1102287,Premierwest Bancorp,dosenot
878088,Par Pharmaceutical Companies Inc,dosenot
1082198,Pernix Group Inc,dosenot
796764,Premier Exhibitions Inc,dosenot
799729,Parexel International Corp,dosenot
1003472,Paincare Holdings Inc,No 10-k
318380,Public Storage Inc,No 10-k
1393311,Public Storage,dosenot
893430,Pediatric Services Of America Inc,No 10-k
866368,PS Business Parks Inc,dosenot
1169424,Pacific State Bancorp,No 10-k
1235091,PSB Group Inc,No 10-k
1293211,PSB Holdings Inc,dosenot
1047537,PSB Bancorp Inc,No 10-k
948368,PSB Holdings Inc,dosenot
1095701,Philip Services Corp,No 10-k
888702,Coupon Express Inc,dosenot
1085392,Puget Energy Inc,dosenot
1123130,Presidion Corp,No 10-k
1314102,Psivida Corp,dosenot
1407463,Pioneer Southwest Energy Partners LP,dosenot
1287032,Prospect Capital Corp,dosenot
1088399,Poseidis Inc,No 10-k
1001426,Pericom Semiconductor Corp,dosenot
1498612,Cohen & Steers Select Preferred & Income Fund Inc,No 10-k
1031340,Peoples Sidney Financial Corp,No 10-k
875570,Peoplesoft Inc,No 10-k
1391614,Princeton Security Technologies Inc,dosenot
1347022,Positiveid Corp,dosenot
1137091,Power Solutions International Inc,dosenot
1362180,PSM Holdings Inc,dosenot
880177,Peregrine Semiconductor Corp,dosenot
1041803,Pricesmart Inc,dosenot
908235,Prism Software Corp,No 10-k
1124217,Primal Solutions Inc,No 10-k
1451654,Petrosonic Energy Inc,dosenot
1451822,PSP Industries Inc,dosenot
1289001,Peoplesupport Inc,No 10-k
1221554,3power Energy Group Inc,dosenot
1178056,Palmsource Inc,No 10-k
1415306,International Medical Staffing,dosenot
1060232,Collective Brands Inc,dosenot
920527,PSS World Medical Inc,dosenot
225628,Passur Aerospace Inc,dosenot
1511618,Puissant Industries Inc,dosenot
913032,Monterey Gourmet Foods,No 10-k
1507277,Park Sterling Corp,dosenot
878556,Per Se Technologies Inc,No 10-k
1158780,Pluristem Therapeutics Inc,dosenot
77808,Petrie Stores Liquidating Trust,No 10-k
1473061,Postrock Energy Corp,dosenot
812301,Patient Safety Technologies Inc,dosenot
874841,Pacific Sunwear Of California Inc,dosenot
1229876,Blackrock Credit Allocation Income Trust I Inc,No 10-k
1534701,Phillips 66,dosenot
1572910,Phillips 66 Partners LP,dosenot
1215664,Blackrock Credit Allocation Income Trust II Inc,No 10-k
829608,Psychiatric Solutions Inc,No 10-k
1398488,Pop Starz Records Inc,dosenot
1431880,Potash America Inc,dosenot
925173,Potomac Bancshares Inc,dosenot
708821,Par Technology Corp,dosenot
857005,PTC Inc,dosenot
275866,Pacer Technology,No 10-k
1402186,Meltdown Massage & Body Works Inc,dosenot
1070081,PTC Therapeutics Inc,dosenot
832767,Phoenix Technologies LTD,No 10-k
880804,Premiere Global Services Inc,dosenot
1302177,Pokertek Inc,dosenot
1377469,Pegasus Tel Inc,dosenot
889900,Patterson Uti Energy Inc,dosenot
90045,Paragon Technologies Inc,No 10-k
1057226,Nationwide Utilities Corp,No 10-k
1028425,Poet Holdings Inc,No 10-k
1324503,Patni Computer Systems LTD,No 10-k
1400431,Patheon Inc,dosenot
1069530,Pain Therapeutics Inc,dosenot
1064481,Patch International Inc,No 10-k
1003950,Performance Technologies Inc,dosenot
1269021,Portola Pharmaceuticals Inc,dosenot
77864,Petrol Industries Inc,No 10-k
901823,Putnam Managed High Yield Trust,No 10-k
95585,Pathmark Stores Inc,No 10-k
911216,Palatin Technologies Inc,dosenot
1185218,Paradise Tan Inc,No 10-k
311505,Printronix Inc,No 10-k
1062441,Penton Media Inc,No 10-k
1384365,Pitooey Inc,dosenot
1171500,Platinum Underwriters Holdings LTD,dosenot
1346526,Esp Resources Inc,dosenot
1172298,Petro River Oil Corp,dosenot
1075043,Patron Holdings Inc,No 10-k
805729,China Forestry Inc,dosenot
915862,Pantry Inc,dosenot
836564,Patriot Scientific Corp,exists
1204413,Points International LTD,No 10-k
1288382,Petrosearch Energy Corp,No 10-k
1080924,PTS Inc,No 10-k
798287,Pam Transportation Services Inc,dosenot
1014733,Point 360,No 10-k
1398797,Point360,dosenot
1172852,VCG Holding Corp,dosenot
75894,Palmetto Real Estate Trust,No 10-k
1089976,Pactiv LLC,No 10-k
1024126,Pernix Therapeutics Holdings Inc,dosenot
1190935,Pimco Corporate & Income Opportunity Fund,No 10-k
814181,Penn Treaty American Corp,No 10-k
1068848,Pulitzer Inc,No 10-k
1141964,Public Co Management Corp,No 10-k
899849,Elephant & Castle Group Inc,No 10-k
1162747,Puda Coal Inc,dosenot
909483,Grand Havana Enterprises Inc,No 10-k
1062438,Pulaski Financial Corp,dosenot
96763,Pulse Electronics Corp,dosenot
1222244,Prourocare Medical Inc,dosenot
1033660,Animas Corp,No 10-k
1418452,Epunk Inc,dosenot
1074961,Pick Ups Plus Inc,No 10-k
1006028,Pure Bioscience Inc,dosenot
356446,Pure World Inc,No 10-k
1112425,Pureray Corp,No 10-k
908566,National Financial Services Corp,No 10-k
77159,Penn Virginia Corp,dosenot
81288,PVC Container Corp,No 10-k
315545,Provectus Biopharmaceuticals Inc,dosenot
1506522,Press Ventures Inc,dosenot
928592,PVF Capital Corp,dosenot
1366292,Penn Virginia GP Holdings LP,No 10-k
78239,PVH Corp,dosenot
1022911,Panavision Inc,No 10-k
1093800,Unr Holdings Inc,dosenot
1112477,Pavilion Bancorp Inc,No 10-k
1035713,Providian Financial Corp,No 10-k
1134982,Prevention Insurance Com Inc,dosenot
1362377,Pure Vanilla Exchange Inc,No 10-k
1144945,PVR Partners LP,dosenot
820907,Parkvale Financial Corp,dosenot
942319,Planvista Corp,No 10-k
1042821,Pervasive Software Inc,dosenot
1506302,Preventia Inc,dosenot
889936,Privatebancorp Inc,dosenot
1086329,Pivotal Corp,No 10-k
78838,Pittsburgh & West Virginia Railroad,dosenot
1532619,Power REIT,dosenot
1023362,Powerwave Technologies Inc,dosenot
827055,Powercold Corp,No 10-k
1086303,Pacific Webworks Inc,dosenot
852426,PW Eagle Inc,No 10-k
1042825,Power One Inc,dosenot
1006762,Migo Software Inc,No 10-k
894536,Powerlinx Inc,No 10-k
716605,Penns Woods Bancorp Inc,dosenot
1468780,Powin Corp,dosenot
1050915,Quanta Services Inc,dosenot
1121885,Powerchannel Holdings Inc,No 10-k
1082733,Nustate Energy Holdings Inc,dosenot
1063530,Power 3 Medical Products Inc,dosenot
1066978,Power Technology Inc,No 10-k
1111814,Tabatha V Inc,No 10-k
933972,Powerverde Inc,dosenot
831968,Providence & Worcester Railroad Co,dosenot
884905,Praxair Inc,dosenot
1408961,Pax Biofuels Inc,No 10-k
1038357,Pioneer Natural Resources Co,dosenot
26820,Phoenix Footwear Group Inc,dosenot
1040161,Pixelworks Inc,dosenot
891456,Plains Exploration & Production Co,dosenot
1113679,Practicexpert Inc,No 10-k
75681,Paxar Corp,No 10-k
1342643,Worthington Energy Inc,dosenot
1365359,Playbox US Inc,No 10-k
276720,Pure Cycle Corp,dosenot
1088034,Payment Data Systems Inc,dosenot
848077,Putnam High Yield Municipal Trust,No 10-k
1341843,Polymedix Inc,dosenot
1181505,Pimco New York Municipal Income Fund III,No 10-k
1016289,Pyr Energy Corp,No 10-k
1044847,Payless Telecom Solutions Inc,No 10-k
863441,Polymer Solutions Inc,No 10-k
1002422,Phytomedical Technologies Inc,dosenot
842699,Playtex Products Inc,No 10-k
1037759,Pony Express USA Inc,No 10-k
814139,Provena Foods Inc,No 10-k
1181504,Pimco California Municipal Income Fund III,No 10-k
1342854,Paramount Gold & Silver Corp,dosenot
1399249,Pzena Investment Management Inc,dosenot
1063561,Prospect Medical Holdings Inc,No 10-k
901491,Papa Johns International Inc,dosenot
718332,Pizza Inn Holdings Inc,dosenot
1037949,Qwest Communications International Inc,dosenot
1478242,Quintiles Transnational Holdings Inc,dosenot
1036188,Qad Inc,exists
758938,Qualstar Corp,dosenot
912465,Quaker City Bancorp Inc,No 10-k
1289505,QC Holdings Inc,dosenot
804328,Qualcomm Inc,dosenot
891288,Questcor Pharmaceuticals Inc,dosenot
906465,QCR Holdings Inc,dosenot
1092619,Quincy Energy Corp,No 10-k
1018833,Quadramed Corp,No 10-k
353569,Quidel Corp,dosenot
917126,Quality Dining Inc,No 10-k
1438650,Qe Brushes Inc,dosenot
1295961,Quantum Energy Inc,No 10-k
1407185,Quest Energy Partners LP,No 10-k
1108827,Qep Resources Inc,dosenot
1017815,Qep Co Inc,No 10-k
1576044,Qep Midstream Partners LP,dosenot
103341,Quaker Fabric Corp,No 10-k
27960,Qsgi Inc,dosenot
868278,Prophase Labs Inc,dosenot
1118847,Quantum Group Inc,No 10-k
1125672,Qi Systems Inc,No 10-k
918386,Qlogic Corp,dosenot
1305294,Qlik Technologies Inc,dosenot
827809,QLT Inc,dosenot
1391142,Q Lotus Holdings Inc,dosenot
922863,Quality Distribution Inc,dosenot
1107843,Qualys Inc,dosenot
1325098,Bird Acquisition Corp,No 10-k
1101433,Quotemedia Inc,dosenot
1088206,Quick-med Technologies Inc,dosenot
729213,Qmed Inc,No 10-k
1102901,Q Comm International Inc,No 10-k
1130126,Quest Minerals & Mining Corp,dosenot
1006691,Qualmark Corp,No 10-k
81350,Blink Logic Inc,No 10-k
